   Del Ant, ,10.49316621,-30.60707101,147.4926254,B9/B9.5V    ,-0.041
   Del Ara, ,17.51832693,-60.68360667,57.40528129,B8V         ,-0.104
   Del Cae, ,4.51391602,-44.95374351,217.8649237,B2IV-V      ,-0.194
   Del Cen, ,12.13931767,-50.72240999,121.2121212,B2IVne      ,-0.128
   Del Cir, ,15.28247175,-60.95724479,1960.784314,O8.5V       ,-0.077
   Del Col, ,6.36856809,-33.43627251,72.72727273,G7II        ,0.858
   Del CrA, ,19.13914805,-40.4966376,53.56186395,K1III       ,1.07
   Del Cru, ,12.25243248,-58.74890179,111.6071429,B2IV        ,-0.193
   Del Dor, ,5.74622751,-65.7355408,44.48398577,A7V         ,0.217
   Del For, ,3.70413865,-31.93839587,224.7191011,B5III       ,-0.159
   Del Hor, ,4.18067583,-41.99374121,53.73455132,A9V         ,0.334
   Del Hyi, ,2.36250639,-68.6594239,41.49377593,A3V         ,0.034
   Del Ind, ,21.96528638,-54.9925666,56.6572238,F0IV        ,0.297
   Del Lup, ,15.35620455,-40.64745946,156.4945227,B1.5IV      ,-0.227
   Del Men, ,4.29977129,-80.21418106,125,K2/K3III+.. ,0.836
   Del Mic, ,21.10031208,-30.12495361,101.7293998,K0/K1III    ,1.047
   Del Mus, ,13.03771597,-71.54879865,27.84739627,K2III       ,1.19
   Del Nor, ,16.10817322,-45.17327517,37.86444529,Am          ,0.23
   Del Oct, ,14.44881687,-83.66785308,85.47008547,K2III       ,1.3
   Del Pav, ,20.14496114,-66.17932101,6.107616197,G5IV-Vvar   ,0.751
   Del Phe, ,1.5208282,-49.07307701,45.14672686,K0III-IV    ,0.972
   Del Pic, ,6.17164253,-54.96866057,507.6142132,B0.5IV      ,-0.229
   Del Pyx, ,8.92542099,-27.68162589,69.44444444,A3IV        ,0.142
   Del Ret, ,3.97909374,-61.40015059,162.601626,M2III       ,1.59
   Del Scl, ,23.81541108,-28.1300148,43.99472063,A0V         ,0.001
   Del Sct, ,18.7045617,-9.05255357,57.33944954,F2IIIp d Del,0.358
   Del TrA, ,16.25729615,-63.68564897,190.4761905,G5II        ,1.105
   Del Tuc, ,22.4555203,-64.96637927,81.9000819,B8V         ,-0.029
   Del Vel, ,8.7450548,-54.70856797,24.44987775,A1V         ,0.043
   Del Vol, ,7.28050856,-67.95717248,202.4291498,F6II        ,0.76
   Del1Aps, ,16.33912085,-78.69565609,234.741784,M5III       ,1.68
   Del1Cha, ,10.75454864,-80.4695233,108.577633,K0III       ,0.957
   Del1Gru, ,22.48782057,-43.49555433,90.66183137,G6/G8III    ,1.022
   Del1Tel, ,18.52928779,-45.9147436,243.902439,B6IV        ,-0.101
   Del2Aps, ,16.34079548,-78.66742066,203.2520325,K3III       ,1.413
   Del2Cha, ,10.76309326,-80.54020283,111.4827202,B2.5IV      ,-0.188
   Del2Gru, ,22.49595707,-43.74922804,99.60159363,M4.5IIIa    ,1.57
   Del2Tel, ,18.53387342,-45.7573539,342.4657534,B3III       ,-0.127
   Eps Ant, ,9.48742707,-35.9513478,214.5922747,K3III       ,1.408
   Eps Aps, ,14.37311027,-80.108911,168.9189189,B4V         ,-0.108
   Eps Car, ,8.37524019,-59.50953829,193.7984496,K3III+B2V   ,1.196
   Eps Cen, ,13.66479797,-53.46636269,115.2073733,B1III       ,-0.171
   Eps Cha, ,11.99380313,-78.22181833,111.7318436,B9Vn        ,-0.054
   Eps Cir, ,15.2941355,-63.61048662,114.416476,K2.5III     ,1.26
   Eps Col, ,5.5202043,-35.47043592,84.9617672,K1II/III    ,1.13
   Eps CrA, ,18.97874276,-37.10708855,29.91325157,F3IV/V      ,0.396
   Eps Cru, ,12.35605869,-60.40136988,69.93006993,K3/K4III    ,1.389
   Eps Dor, ,5.83154263,-66.9012309,156.9858713,B6V         ,-0.128
   Eps For, ,3.02706953,-28.09048221,30.35822708,G8/K0V      ,0.794
   Eps Gru, ,22.80922142,-51.31670354,39.74562798,A3V         ,0.083
   Eps Hyi, ,2.65978435,-68.2669476,47.01457452,B9III       ,-0.061
   Eps Ind, ,22.05484433,-56.77980602,3.626341746,K5V         ,1.056
   Eps Lup, ,15.37802431,-44.68957314,154.5595054,B2IV-V      ,-0.191
   Eps Men, ,7.42727457,-79.09420265,143.0615165,K2/K3III    ,1.281
   Eps Mic, ,21.29895737,-32.17248551,50.60728745,A0V         ,0.07
   Eps Mus, ,12.29295453,-67.96067161,92.59259259,M5III       ,1.603
   Eps Nor, ,16.45306883,-47.5547359,122.5490196,B4V         ,-0.07
   Eps Oct, ,22.3337445,-80.43964301,82.30452675,M6III       ,1.276
   Eps Pav, ,20.00983148,-72.91018443,32.5414904,A0V         ,-0.032
   Eps Phe, ,0.15681663,-45.74698836,42.95532646,K0III       ,1.013
   Eps Pyx, ,9.16566987,-30.36528248,65.1465798,A4IV        ,0.179
   Eps Ret, ,4.27474542,-59.30174841,18.23486506,K2IV        ,1.078
   Eps Scl, ,1.76073734,-25.05243403,27.42731761,F2IV        ,0.395
   Eps Sct, ,18.7253445,-8.27524299,160.2564103,G8II        ,1.112
   Eps Tel, ,18.18716006,-45.95432704,125.3132832,G5III       ,1.009
   Eps TrA, ,15.61199636,-66.31690469,66.26905235,K0III       ,1.161
   Eps Tuc, ,23.99858613,-65.57707774,114.8105626,B9IV        ,-0.075
   Eps Vol, ,8.13217799,-68.61713647,196.8503937,B6IV        ,-0.113
   Eps1Ara, ,16.99306851,-53.16049005,93.28358209,K4III       ,1.452
   Eps2Ara, ,17.05241925,-53.23662642,26.33658151,F6V         ,0.498
   Eta Ant, ,9.98120556,-35.89093311,32.60515161,A8IV        ,0.3
   Eta Aps, ,14.30388069,-81.00760147,42.80821918,A2m...      ,0.243
   Eta Ara, ,16.82975317,-59.04131648,96.06147935,K5III       ,1.562
   Eta Cen, ,14.5917921,-42.15774562,94.60737938,B1Vn + A    ,-0.157
   Eta Cha, ,8.6887782,-78.96342637,96.89922481,B9IV        ,-0.101
   Eta Cir, ,15.08001369,-64.03137307,81.96721311,G8III       ,0.935
   Eta Col, ,5.98577514,-42.81510761,162.8664495,K0III       ,1.146
   Eta Cru, ,12.11468134,-64.61363898,19.68891514,F2III       ,0.353
   Eta Gru, ,22.76051446,-53.50016316,120.9189843,K2IIICNIV   ,1.18
   Eta Hor, ,2.6234069,-52.54308845,44.46420631,A6V         ,0.289
   Eta Ind, ,20.73394074,-51.92084051,24.1662639,A6:var      ,0.278
   Eta Lup, ,16.00203902,-38.39664079,151.2859304,B2.5IV      ,-0.206
   Eta Men, ,4.91976102,-74.93700232,218.3406114,K6III       ,1.518
   Eta Mic, ,21.10708261,-41.38593603,285.7142857,K3III       ,1.35
   Eta Mus, ,13.25416605,-67.8945633,124.3781095,B8V         ,-0.078
   Eta Nor, ,16.05357227,-49.22972074,66.8002672,G8III       ,0.902
   Eta Oct, ,10.98726796,-84.59387348,109.0512541,A1V         ,0.1
   Eta Pav, ,17.76222289,-64.7237345,113.7656428,K1III       ,1.161
   Eta Phe, ,0.72256778,-57.46309763,73.69196758,A0IV        ,0.024
   Eta Pyx, ,8.63115789,-26.25497008,74.12898443,A0V         ,-0.03
   Eta Ret, ,4.36478215,-63.38681514,116.5501166,G7III       ,0.955
   Eta Scl, ,0.46547573,-33.0070446,168.0672269,M2/M3III    ,1.634
   Eta Sco, ,17.20254886,-43.23849039,21.94907814,F3p         ,0.441
   Eta Sct, ,18.95100947,-5.84621426,63.4115409,K1III       ,1.057
   Eta Sgr, ,18.29381366,-36.76128103,45.72473708,M2III       ,1.582
   Eta Tel, ,19.38088349,-54.42372882,47.66444233,A0Vn        ,0.02
   Eta Tuc, ,23.95971437,-64.29808259,48.70920604,A1V         ,0.06
   Eta Vol, ,8.36792276,-73.40005893,109.1703057,A0/A1IV/V   ,0.014
   Eta1CrA, ,18.81401959,-43.67999681,106.3829787,A2Vn        ,0.133
   Eta1Dor, ,6.10260062,-66.03968885,101.8329939,A0V         ,-0.024
   Eta1For, ,2.79271673,-35.55053547,189.7533207,K0/K1III    ,0.962
   Eta1Pic, ,5.04686816,-49.15147328,26.18486515,F2V         ,0.421
   Eta1TrA, ,16.68975844,-68.2960944,210.9704641,B7IV        ,-0.078
   Eta2CrA, ,18.82638836,-43.4340401,186.2197393,B9IV        ,-0.077
   Eta2Dor, ,6.18750418,-65.58970507,205.7613169,M2.5III     ,1.599
   Eta2For, ,2.83742968,-35.84368582,153.3742331,K0III       ,0.899
   Eta2Hyi, ,1.91555967,-67.64748114,66.4893617,G5III       ,0.931
   Eta2Pic, ,5.08276459,-49.57783014,145.3488372,M2IIIvar    ,1.484
   Eta3For, ,2.84455664,-35.67571664,162.8664495,K2III       ,1.259
   Gam Aps, ,16.55762893,-78.89695917,48.92367906,K0IV SB     ,0.923
   Gam Ara, ,17.42323884,-56.37768824,348.4320557,B1Ib        ,-0.15
   Gam Cam, ,3.83929883,71.33236777,102.7749229,A2IVn       ,0.064
   Gam Cen, ,12.69200138,-48.95988553,39.9840064,A1IV        ,-0.023
   Gam Cha, ,10.59117177,-78.60781379,126.7427123,M0III       ,1.58
   Gam Cir, ,15.38962715,-59.32069839,156.25,B5III + F8  ,0.169
   Gam Col, ,5.95894774,-35.28330688,261.7801047,B2.5IV      ,-0.165
   Gam CrA, ,19.10695543,-37.06275714,17.89228842,F7IV-V      ,0.523
   Gam Cru, ,12.5194248,-57.11256922,26.96144513,M4III       ,1.6
   Gam Dor, ,4.26708095,-51.48709578,20.30044661,F4III       ,0.312
   Gam Gru, ,21.8987928,-37.3648229,62.22775358,B8III       ,-0.084
   Gam Hor, ,2.75762572,-63.70453152,54.85463522,G8III/IV    ,0.932
   Gam Hyi, ,3.78728653,-74.23924251,65.65988181,M2III       ,1.59
   Gam Ind, ,21.43762172,-54.66055359,63.7755102,F1III       ,0.366
   Gam Lup, ,15.58568343,-41.16669497,173.9130435,B2IV        ,-0.216
   Gam Men, ,5.53129495,-76.3416634,30.83564601,K4III       ,1.13
   Gam Mic, ,21.02151713,-32.25776681,68.54009596,G8III       ,0.89
   Gam Mus, ,12.54114193,-72.1329759,99.30486594,B5V         ,-0.157
   Gam Pav, ,21.44069225,-65.36814438,9.216589862,F6V         ,0.494
   Gam Phe, ,1.47276157,-43.31772906,71.73601148,K5II-III    ,1.542
   Gam Pic, ,5.83043799,-56.1664886,53.24813632,K1III       ,1.075
   Gam Pyx, ,8.84222536,-27.71005869,63.97952655,K3III       ,1.272
   Gam Ret, ,4.01494584,-62.15936923,150.3759398,M4III       ,1.5
   Gam Scl, ,23.31372966,-32.53183574,54.8245614,K1III       ,1.109
   Gam Sct, ,18.48662553,-14.56580499,89.36550492,A1IV/V      ,0.076
   Gam TrA, ,15.31519133,-68.67946723,56.02240896,A1V         ,0.014
   Gam Tuc, ,23.29050334,-58.23592762,22.02643172,F1III       ,0.41
   Gam1Cae, ,5.07341993,-35.48287057,56.72149745,K2III       ,1.177
   Gam1For, ,2.83083169,-24.55999911,111.3585746,K0III       ,0.998
   Gam1Nor, ,16.28359319,-50.06811224,440.5286344,F9Ia        ,0.788
   Gam1Oct, ,23.86852606,-82.01876765,81.96721311,G7III       ,0.934
   Gam1Sgr, ,18.08367292,-29.5800762,636.9426752,G0Ib/II     ,0.774
   Gam1Vol, ,7.14509485,-70.49734046,45.12635379,F2          ,0.436
   Gam2Cae, ,5.07392681,-35.70520775,102.3541453,F2IV/V      ,0.311
   Gam2For, ,2.83170863,-27.94203549,170.0680272,A1V         ,0.013
   Gam2Nor, ,16.33071322,-50.15537923,39.09304144,G8III       ,1.08
   Gam2Oct, ,23.9591636,-82.16974335,96.33911368,K0III       ,1.055
   Gam2Vel, ,8.15887648,-47.33661177,257.7319588,WC8 + O9I   ,-0.145
   Gam2Vol, ,7.14578458,-70.49919435,43.44048653,G8IIIvar    ,1.006
   Gam3Oct, ,0.16729695,-82.22399743,74.34944238,K1/K2III    ,1.049
   Iot Ant, ,10.94527675,-37.1374629,60.97560976,K0III       ,1.006
   Iot Aps, ,17.36829971,-70.12317887,350.877193,B8/B9Vn...  ,-0.042
   Iot Ara, ,17.38780026,-47.4681538,221.2389381,B2IIIne     ,-0.097
   Iot Car, ,9.28484122,-59.27526115,212.3142251,A8Ib        ,0.189
   Iot Cas, ,2.48444116,67.40238385,43.40277778,A5p Sr      ,0.153
   Iot Cen, ,13.34335154,-36.71208109,17.97268152,A2V         ,0.068
   Iot Cha, ,9.40270261,-80.78720514,56.52911249,F3/F5IV     ,0.454
   Iot Cru, ,12.76053228,-60.98116057,38.21169278,K1III       ,1.049
   Iot Eri, ,2.6777588,-39.85530905,44.60303301,K0III       ,1.006
   Iot Gru, ,23.17261887,-45.24664747,56.72149745,K0III SB    ,0.998
   Iot Hor, ,2.70921068,-50.80082665,17.24137931,G3IV        ,0.561
   Iot Hyi, ,3.26593279,-77.38860498,29.39447384,F4III       ,0.438
   Iot Ind, ,20.8583472,-51.60816692,173.9130435,K1II/III    ,1.125
   Iot Lup, ,14.32339798,-46.05808391,107.8748652,B2.5IV      ,-0.184
   Iot Men, ,5.59336962,-78.82088325,243.902439,B8III       ,-0.018
   Iot Mic, ,20.80805543,-43.98827127,41.06776181,F1IV        ,0.361
   Iot Oct, ,12.91620771,-85.12342237,113.7656428,K0III       ,0.991
   Iot Pav, ,18.17396096,-62.00276787,17.75568182,G0V         ,0.592
   Iot Per, ,3.1508009,49.61350009,10.53407774,G0V         ,0.595
   Iot Phe, ,23.58459182,-42.61510105,83.89261745,A2V         ,0.078
   Iot Pic, ,4.84871841,-53.46172112,37.07823508,F0IV...     ,0.341
   Iot Ret, ,4.0216864,-61.07905148,101.5228426,K4III       ,1.386
   Iot Scl, ,0.35866009,-28.98129509,95.23809524,K0III       ,1.006
   Iot Sgr, ,19.92102196,-41.8684135,58.00464037,K0III       ,1.063
   Iot Tel, ,19.58694271,-48.09911061,122.1001221,G9III       ,1.096
   Iot TrA, ,16.46590946,-64.05800515,40.4040404,F4IV        ,0.383
   Iot Tuc, ,1.12182573,-61.77526197,85.61643836,G5III       ,0.884
   Iot Vol, ,6.85749419,-70.96347336,171.2328767,B7IV        ,-0.11
   Iot1For, ,2.60257679,-30.04496366,199.2031873,G8/K0III    ,1.017
   Iot1Mus, ,13.41871122,-74.88749735,68.91798759,K0III       ,1.11
   Iot1Nor, ,16.05895029,-57.77487351,42.99226139,A7IV        ,0.252
   Iot1Sco, ,17.79307809,-40.12698197,549.4505495,F3Ia        ,0.509
   Iot2For, ,2.63849879,-30.19388274,35.72704537,F5V         ,0.476
   Iot2Mus, ,13.45515976,-74.69172237,151.9756839,B9V         ,-0.056
   Iot2Nor, ,16.15515649,-57.93417299,83.19467554,B9V         ,-0.024
   Iot2Sco, ,17.83641944,-40.09042823,1136.363636,A6Ib        ,0.259
   Kap Ara, ,17.43334144,-50.63353205,122.1001221,K1III       ,1.055
   Kap Cen, ,14.9860275,-42.10414199,165.2892562,B2IV        ,-0.208
   Kap Cha, ,12.0796288,-76.51917475,135.1351351,K4III       ,1.491
   Kap Col, ,6.27587093,-35.14073157,56.08524958,G8II        ,0.978
   Kap Cru, ,12.89692318,-60.37624027,10000000,B5Ia        ,0.2
   Kap Dor, ,4.73919976,-59.73284052,68.21282401,A8/A9III/IV ,0.206
   Kap Eri, ,2.44975138,-47.70382692,162.0745543,B5IV        ,-0.136
   Kap For, ,2.37567248,-23.81631542,21.92982456,G2V         ,0.608
   Kap Gru, ,23.07765857,-53.96464712,119.6172249,K5III       ,1.453
   Kap Hyi, ,2.38124281,-73.64582097,97.46588694,K0III       ,1.088
   Kap Men, ,5.83799981,-79.36152292,82.91873964,B9.5V       ,-0.076
   Kap Nor, ,16.22464842,-54.63041289,134.2281879,G4III       ,1.017
   Kap Oct, ,13.68227091,-85.78599228,78.67820614,A2m...      ,0.183
   Kap Pav, ,18.94917796,-67.23353511,166.6666667,F5Ib-II:    ,0.53
   Kap Phe, ,0.43669894,-43.67990933,23.52387673,A7V         ,0.175
   Kap Pic, ,5.37281997,-56.13445367,229.8850575,B8/B9V      ,-0.091
   Kap Pyx, ,9.13412701,-25.85853691,149.4768311,K4/K5III    ,1.594
   Kap Ret, ,3.48949623,-62.93843436,21.43622722,F5IV-V      ,0.41
   Kap Sco, ,17.70813327,-39.02992092,142.2475107,B1.5III     ,-0.171
   Kap Tel, ,18.87766837,-52.10713766,89.84725966,G8/K0III    ,0.962
   Kap TrA, ,15.9248926,-68.60298616,917.4311927,G6VII       ,1.108
   Kap Tuc, ,1.26263759,-68.87623708,20.43318349,F6IV        ,0.48
   Kap Vel, ,9.36856367,-55.01069531,165.2892562,B2IV        ,-0.141
   Kap1Aps, ,15.52522795,-73.38954647,312.5,B1npe       ,-0.146
   Kap1CrA, ,18.55642591,-38.72593259,526.3157895,B9.5        ,-0.06
   Kap1Ind, ,21.97502018,-59.01221007,66.4893617,F3V         ,0.469
   Kap1Lup, ,15.19893362,-48.73770212,55.89714925,B9V         ,-0.029
   Kap1Scl, ,0.15583908,-27.9879039,68.63417982,F3V         ,0.414
   Kap1Sgr, ,20.37429983,-42.04934895,74.90636704,A0V         ,0.002
   Kap1Vol, ,8.33027654,-71.51499632,119.760479,B9III/IV    ,-0.063
   Kap2Aps, ,15.6725997,-73.44663458,225.2252252,B8IV        ,-0.04
   Kap2CrA, ,18.55641111,-38.7200027,149.9250375,B8          ,0.02
   Kap2Ind, ,22.0974865,-59.63594171,157.7287066,K4III       ,1.468
   Kap2Lup, ,15.19937917,-48.74357642,59.20663114,A3IV        ,0.144
   Kap2Scl, ,0.19289362,-27.7997782,178.2531194,K2III       ,1.346
   Kap2Sgr, ,20.39810748,-42.42290463,113.6363636,A3V         ,0.201
   Kap2Vol, ,8.33348864,-71.50546247,121.2121212,A0p         ,-0.099
   Lam Ara, ,17.67325897,-49.41515481,21.87226597,F3IV        ,0.415
   Lam Cen, ,11.59636896,-63.01982488,125.6281407,B9II:       ,-0.044
   Lam CMa, ,6.46950484,-32.58012947,124.5330012,B4V         ,-0.169
   Lam Col, ,5.88524565,-33.8014395,104.7120419,B5V         ,-0.154
   Lam CrA, ,18.72970586,-38.32331062,61.91950464,A0/A1V      ,0.075
   Lam Cru, ,12.91089445,-59.14666538,110.3752759,B4Vn        ,-0.153
   Lam Dor, ,5.43868804,-58.91259871,143.2664756,G6III       ,0.986
   Lam Gru, ,22.10191767,-39.54304903,75.75757576,M0III       ,1.349
   Lam Hor, ,2.41499846,-60.31162902,49.01960784,F2III       ,0.395
   Lam Hyi, ,0.80975515,-74.92335356,62.73525721,K5III       ,1.345
   Lam Lup, ,15.1473971,-45.27979406,124.6882793,B3V         ,-0.162
   Lam Men, ,5.79670751,-72.70230962,118.3431953,K0III       ,1.073
   Lam Mus, ,11.76015759,-66.72884344,39.33910307,A7III       ,0.16
   Lam Nor, ,16.32156678,-42.67394008,143.472023,A3Vn        ,0.099
   Lam Oct, ,21.84840237,-82.71882392,133.5113485,G8/K0III+.. ,0.756
   Lam Pav, ,18.87028792,-62.18756062,555.5555556,B2II-III    ,-0.15
   Lam Pic, ,4.71290459,-50.48141805,105.2631579,K0/K1III    ,0.977
   Lam Pyx, ,9.38676009,-28.83392305,55.80357143,G8III       ,0.892
   Lam Tel, ,18.97437645,-52.93860748,162.8664495,A0V         ,-0.051
   Lam UMi, ,17.28257238,89.03771546,268.8172043,M1III       ,1.575
   Lam Vel, ,9.13327141,-43.43262406,175.7469244,K4Ib-II     ,1.665
   Lam1For, ,2.55195525,-34.64992327,116.5501166,K0/K1III    ,1.064
   Lam1Phe, ,0.52357113,-48.80356171,52.71481286,A0V         ,0.018
   Lam1Scl, ,0.71191387,-38.46346745,132.4503311,B9.5V       ,-0.024
   Lam1Tuc, ,0.8734759,-69.50359643,61.23698714,F7IV/V      ,0.518
   Lam2For, ,2.61628357,-34.57734519,25.53626149,G1V         ,0.653
   Lam2Phe, ,0.59475968,-48.00066027,36.21876132,F6V         ,0.461
   Lam2Scl, ,0.73664316,-38.42197898,114.1552511,K1III       ,1.144
   Lam2Tuc, ,0.91674982,-69.52697888,64.43298969,G7III       ,1.095
   Mu  Ara, ,17.73575474,-51.83358836,15.27650474,G5V         ,0.694
   Mu  Cen, ,13.82694662,-42.47368506,161.5508885,B2IV-Ve     ,-0.17
   Mu  Cep, ,21.72512637,58.78005308,1612.903226,M2Ia        ,2.242
   Mu  Col, ,5.76663692,-32.30637997,396.8253968,B1IV/V      ,-0.274
   Mu  CrA, ,18.79572209,-40.40612167,120.4819277,G5/G6III    ,0.781
   Mu  For, ,2.21512779,-30.72384252,101.8329939,A0V         ,-0.013
   Mu  Hor, ,3.06025103,-59.73761994,42.24757076,F0IV        ,0.349
   Mu  Hyi, ,2.52781132,-79.10924959,89.44543828,G4III       ,0.981
   Mu  Ind, ,21.087287,-54.72695035,106.9518717,K2III       ,1.201
   Mu  Lup, ,15.30890239,-47.87519201,89.12655971,B8V         ,-0.086
   Mu  Men, ,4.71776299,-70.93111187,148.1481481,B9IV        ,-0.114
   Mu  Mus, ,11.80402484,-66.81487085,132.4503311,K4III       ,1.522
